starting_capital,ending_capital,total_pnl,total_return_pct,max_drawdown_pct,buy_signals,sell_signals,total_signals,trades_executed,total_orders,winning_trades,losing_trades,win_rate_pct,signal_conversion_pct
100000.0,71986.12220899967,-28013.877791000326,-28.013877791000326,28.019353967479017,1,3457,3458,1934,17410,900,1034,46.53567735263702,55.92828224407172
