trade_id,signal_type,entry_datetime,exit_datetime,entry_price,exit_price,exit_type,size,pnl,return_pct,outcome,sl_level,tp_level,risk_amount,reward_amount,rr_ratio,account_balance,commission
13,SELL,2024-01-03 13:07:00,2024-01-03 13:23:00,2045.477,2042.585,TP,4,11.568000000000211,0.14138511457230038,WIN,2048.369,2042.585,11.568000000000211,11.568000000000211,1.0,99837.54170799996,0.0
14,SELL,2024-01-03 15:23:00,2024-01-04 07:30:00,2036.216,2048.767,SL,4,-50.20399999999972,-0.6163884381617634,LOSS,2048.767,2023.665,50.20399999999972,50.20399999999972,1.0,99770.99777599996,0.0
15,SELL,2024-01-04 08:03:00,2024-01-04 09:35:00,2047.292,2049.55,SL,4,-9.032000000001062,-0.11029203455101987,LOSS,2049.55,2045.0339999999997,9.032000000001062,9.032000000001062,1.0,99745.57840799997,0.0
16,SELL,2024-01-04 10:04:00,2024-01-04 12:07:00,2047.203,2043.438,TP,4,15.05999999999949,0.1839094608595177,WIN,2050.958,2043.438,15.020000000000437,15.05999999999949,1.0026631158454762,99744.27584399999,0.0
17,SELL,2024-01-04 13:20:00,2024-01-04 13:32:00,2044.387,2041.6000000000001,TP,4,11.147999999999229,0.13632448259550697,WIN,2047.108,2041.6000000000001,10.884000000000015,11.147999999999229,1.0242557883130479,99739.07989599998,0.0
18,SELL,2024-01-04 17:00:00,2024-01-04 17:24:00,2044.176,2041.8049999999998,TP,4,9.484000000000378,0.1159880558229866,WIN,2046.547,2041.8049999999998,9.484000000000378,9.484000000000378,1.0,99732.21997199998,0.0
19,SELL,2024-01-04 18:07:00,2024-01-04 19:49:00,2042.635,2044.275,SL,4,-6.5600000000004,-0.08028845094694353,LOSS,2044.275,2040.995,6.5600000000004,6.5600000000004,1.0,99709.31233199996,0.0
20,SELL,2024-01-04 20:53:00,2024-01-04 23:31:00,2043.658,2042.533,TP,4,4.5,0.055048349577081886,WIN,2044.783,2042.533,4.5,4.5,1.0,99697.46756799996,0.0
21,SELL,2024-01-05 02:38:00,2024-01-05 03:10:00,2046.324,2044.815,TP,4,6.036000000000058,0.07374198807227078,WIN,2047.795,2044.815,5.8840000000000146,6.036000000000058,1.0258327668252962,99687.13901199997,0.0
22,SELL,2024-01-05 04:49:00,2024-01-05 05:06:00,2045.157,2043.934,TP,4,4.891999999999825,0.05979980999013554,WIN,2046.378,2043.934,4.8840000000000146,4.891999999999825,1.001638001637963,99675.67464799996,0.0
23,SELL,2024-01-05 05:52:00,2024-01-05 06:18:00,2044.312,2043.3939999999998,TP,4,3.67200000000048,0.044905082981468586,WIN,2045.226,2043.3939999999998,3.6560000000008586,3.67200000000048,1.0043763676147752,99662.99582399994,0.0
24,SELL,2024-01-05 07:47:00,2024-01-05 09:52:00,2043.49,2039.98,TP,4,14.039999999999964,0.1717649707118699,WIN,2047.0,2039.98,14.039999999999964,14.039999999999964,1.0,99660.70194399994,0.0
25,SELL,2024-01-05 11:18:00,2024-01-05 12:04:00,2038.018,2040.301,SL,4,-9.131999999999607,-0.11202060040686106,LOSS,2040.301,2035.721,9.131999999999607,9.188000000000102,1.0061322820850302,99635.25666799994,0.0
26,SELL,2024-01-05 13:30:00,2024-01-05 13:53:00,2027.992,2041.741,SL,4,-54.996000000000095,-0.677961254285028,LOSS,2041.741,2014.243,54.996000000000095,54.996000000000095,1.0,99563.98173599993,0.0
27,SELL,2024-01-05 16:00:00,2024-01-05 16:57:00,2054.622,2045.2569999999996,TP,4,37.460000000000946,0.4558016024358854,WIN,2063.987,2045.2569999999996,37.460000000000946,37.460000000000946,1.0,99585.04221999993,0.0
28,SELL,2024-01-05 19:45:00,2024-01-08 02:08:00,2046.118,2041.873,TP,4,16.979999999999563,0.20746604057047985,WIN,2050.317,2041.873,16.796000000000276,16.979999999999563,1.01095498928312,99585.67025599994,0.0
29,SELL,2024-01-08 07:10:00,2024-01-08 07:20:00,2031.887,2030.521,TP,4,5.463999999999942,0.06722814802201035,WIN,2033.253,2030.521,5.463999999999942,5.463999999999942,1.0,99574.88462399993,0.0
30,SELL,2024-01-08 08:05:00,2024-01-08 09:19:00,2029.972,2027.0379999999998,TP,4,11.736000000000786,0.1445340132770401,WIN,2032.892,2027.0379999999998,11.680000000000291,11.736000000000786,1.0047945205479873,99570.39258399993,0.0
31,SELL,2024-01-08 10:08:00,2024-01-08 11:05:00,2028.522,2025.357,TP,4,12.659999999999854,0.15602492849473476,WIN,2031.687,2025.357,12.659999999999854,12.659999999999854,1.0,99566.83706799994,0.0
32,SELL,2024-01-08 13:36:00,2024-01-08 14:57:00,2020.782,2025.477,SL,4,-18.780000000000655,-0.23233579871555485,LOSS,2025.477,2016.0869999999998,18.780000000000655,18.780000000000655,1.0,99531.87203199994,0.0
33,SELL,2024-01-08 16:39:00,2024-01-08 20:14:00,2031.564,2026.2330000000002,TP,4,21.323999999999614,0.2624086664264529,WIN,2036.895,2026.2330000000002,21.323999999999614,21.323999999999614,1.0,99536.96484399993,0.0
34,SELL,2024-01-09 01:24:00,2024-01-09 02:24:00,2032.512,2035.603,SL,4,-12.364000000000487,-0.15207782291076863,LOSS,2035.603,2029.4209999999998,12.364000000000487,12.364000000000487,1.0,99508.32838399992,0.0
35,SELL,2024-01-09 02:57:00,2024-01-09 05:28:00,2033.888,2031.887,TP,4,8.003999999999905,0.09838299847385777,WIN,2035.889,2031.887,8.003999999999905,8.003999999999905,1.0,99500.06928399991,0.0
36,SELL,2024-01-09 06:04:00,2024-01-09 06:40:00,2031.706,2033.508,SL,4,-7.208000000000538,-0.08869393504769561,LOSS,2033.508,2029.9039999999998,7.208000000000538,7.208000000000538,1.0,99476.60042799989,0.0
37,SELL,2024-01-09 08:09:00,2024-01-09 10:25:00,2033.513,2038.258,SL,4,-18.980000000000473,-0.23334003765897332,LOSS,2038.258,2028.7679999999998,18.980000000000473,18.980000000000473,1.0,99441.33334399988,0.0
38,SELL,2024-01-09 10:55:00,2024-01-09 13:25:00,2035.298,2032.104,TP,4,12.77599999999984,0.15693033649126367,WIN,2038.492,2032.104,12.77599999999984,12.77599999999984,1.0,99437.83973599988,0.0
39,SELL,2024-01-09 14:32:00,2024-01-09 15:55:00,2035.938,2031.7779999999998,TP,4,16.640000000001237,0.2043284225747694,WIN,2040.074,2031.7779999999998,16.54399999999987,16.640000000001237,1.0058027079304501,99438.20887199989,0.0
40,SELL,2024-01-09 17:18:00,2024-01-10 01:50:00,2028.97,2032.017,SL,4,-12.188000000000102,-0.15017471919249795,LOSS,2032.017,2025.8529999999998,12.188000000000102,12.468000000000757,1.022973416475275,99409.77692399989,0.0
41,SELL,2024-01-10 02:44:00,2024-01-10 03:55:00,2030.717,2028.6100000000001,TP,4,8.427999999999884,0.10375645646340532,WIN,2032.824,2028.6100000000001,8.427999999999884,8.427999999999884,1.0,99401.96761599988,0.0
42,SELL,2024-01-10 05:08:00,2024-01-10 05:36:00,2029.415,2028.1799999999998,TP,4,4.940000000000509,0.060854975448596145,WIN,2030.65,2028.1799999999998,4.940000000000509,4.940000000000509,1.0,99390.67723599987,0.0
43,SELL,2024-01-10 10:46:00,2024-01-10 13:00:00,2035.732,2031.148,TP,4,18.33600000000024,0.22517698793358162,WIN,2040.3,2031.148,18.271999999999935,18.33600000000024,1.0035026269702445,99392.74571599987,0.0
44,SELL,2024-01-10 14:42:00,2024-01-10 17:53:00,2028.621,2023.562,TP,4,20.236000000000786,0.2493812299093915,WIN,2033.592,2023.562,19.884000000000015,20.236000000000786,1.0177026755180432,99396.77298399988,0.0
45,SELL,2024-01-10 19:05:00,2024-01-10 19:40:00,2021.851,2023.792,SL,4,-7.763999999999214,-0.09600113954983841,LOSS,2023.792,2019.9100000000003,7.763999999999214,7.763999999999214,1.0,99372.82641199986,0.0
46,SELL,2024-01-10 20:23:00,2024-01-10 23:04:00,2022.453,2025.021,SL,4,-10.271999999999935,-0.1269745205450996,LOSS,2025.021,2019.885,10.271999999999935,10.271999999999935,1.0,99346.36451599986,0.0
47,SELL,2024-01-11 02:48:00,2024-01-11 04:12:00,2029.688,2031.974,SL,4,-9.143999999999323,-0.11262814777442792,LOSS,2031.974,2027.4020000000003,9.143999999999323,9.143999999999323,1.0,99320.97386799987,0.0
48,SELL,2024-01-11 07:59:00,2024-01-11 08:05:00,2033.896,2032.4560000000001,TP,4,5.759999999999309,0.07080008024008244,WIN,2035.23,2032.4560000000001,5.33600000000024,5.759999999999309,1.0794602698648894,99310.46845999986,0.0
49,SELL,2024-01-11 10:01:00,2024-01-11 10:38:00,2030.978,2032.475,SL,4,-5.987999999999374,-0.07370833165104908,LOSS,2032.475,2029.4790000000003,5.987999999999374,5.995999999999185,1.00133600534399,99288.22664799987,0.0
50,SELL,2024-01-11 12:20:00,2024-01-11 13:23:00,2033.096,2035.015,SL,4,-7.676000000000386,-0.09438806627921635,LOSS,2035.015,2031.177,7.676000000000386,7.676000000000386,1.0,99264.27820399987,0.0
51,SELL,2024-01-11 13:32:00,2024-01-12 12:03:00,2029.432,2048.118,SL,4,-74.74399999999969,-0.9207502394758692,LOSS,2048.118,2010.746,74.74399999999969,74.74399999999969,1.0,99173.22400399989,0.0
52,SELL,2024-01-12 13:00:00,2024-01-12 13:30:00,2045.792,2050.261,SL,4,-17.876000000000204,-0.21844840531197945,LOSS,2050.261,2041.223,17.876000000000204,18.27599999999984,1.0223763705526758,99138.9637919999,0.0
53,SELL,2024-01-12 15:04:00,2024-01-12 15:43:00,2057.104,2051.838,TP,4,21.063999999998487,0.2559909464956377,WIN,2062.284,2051.838,20.720000000001164,21.063999999998487,1.0166023166021865,99143.5920239999,0.0
54,SELL,2024-01-12 16:33:00,2024-01-12 16:37:00,2053.765,2052.0139999999997,TP,4,7.004000000000815,0.085258050458558,WIN,2055.516,2052.0139999999997,7.004000000000815,7.004000000000815,1.0,99134.17290799989,0.0
55,SELL,2024-01-12 19:42:00,2024-01-15 01:09:00,2046.662,2049.145,SL,4,-9.931999999999789,-0.12131949486529517,LOSS,2049.145,2044.179,9.931999999999789,9.931999999999789,1.0,99107.85767999988,0.0
56,SELL,2024-01-15 04:08:00,2024-01-15 04:29:00,2055.807,2053.5849999999996,TP,4,8.88800000000083,0.10808407598574223,WIN,2058.029,2053.5849999999996,8.88800000000083,8.88800000000083,1.0,99100.30811199988,0.0
57,SELL,2024-01-15 06:08:00,2024-01-15 06:20:00,2053.852,2055.532,SL,4,-6.720000000001164,-0.08179751997711086,LOSS,2055.532,2052.1719999999996,6.720000000001164,6.720000000001164,1.0,99077.15057599988,0.0
58,SELL,2024-01-15 07:01:00,2024-01-15 08:14:00,2054.332,2056.946,SL,4,-10.456000000000131,-0.12724330828707497,LOSS,2056.946,2051.718,10.456000000000131,10.456000000000131,1.0,99050.24946399988,0.0
59,SELL,2024-01-15 09:28:00,2024-01-15 09:52:00,2056.043,2053.452,TP,4,10.363999999999578,0.12601876517173494,WIN,2058.626,2053.452,10.332000000000335,10.363999999999578,1.0030971738288077,99044.17548399988,0.0
60,SELL,2024-01-15 12:14:00,2024-01-15 12:33:00,2052.654,2051.563,TP,4,4.363999999999578,0.05315070148207611,WIN,2053.745,2051.563,4.363999999999578,4.363999999999578,1.0,99032.12261599986,0.0
61,SELL,2024-01-15 14:26:00,2024-01-15 15:00:00,2052.932,2051.4469999999997,TP,4,5.940000000000509,0.07233556688678083,WIN,2054.417,2051.4469999999997,5.940000000000509,5.940000000000509,1.0,99021.64509999986,0.0
62,SELL,2024-01-15 18:18:00,2024-01-15 23:30:00,2054.889,2053.375,TP,4,6.056000000000495,0.07367794562139968,WIN,2056.379,2053.375,5.959999999999127,6.056000000000495,1.0161073825505675,99011.26804399987,0.0
63,SELL,2024-01-15 23:53:00,2024-01-16 00:25:00,2054.098,2053.161,TP,4,3.7479999999995925,0.04561612931807042,WIN,2055.035,2053.161,3.7479999999995925,3.7479999999995925,1.0,98998.58700799987,0.0
64,SELL,2024-01-16 01:58:00,2024-01-16 03:43:00,2050.878,2048.3820000000005,TP,4,9.98399999999856,0.1217039726399932,WIN,2053.374,2048.3820000000005,9.98399999999856,9.98399999999856,1.0,98992.17396799987,0.0
65,SELL,2024-01-16 07:20:00,2024-01-16 08:32:00,2048.564,2046.2429999999995,TP,4,9.28400000000147,0.11329887667655819,WIN,2050.885,2046.2429999999995,9.28400000000147,9.28400000000147,1.0,98985.07873999987,0.0
66,SELL,2024-01-16 10:25:00,2024-01-16 11:05:00,2040.815,2039.2230000000002,TP,4,6.367999999999483,0.07800805070522664,WIN,2042.407,2039.2230000000002,6.367999999999483,6.367999999999483,1.0,98975.12658799985,0.0
67,SELL,2024-01-16 14:44:00,2024-01-16 16:10:00,2038.22,2033.718,TP,4,18.00799999999981,0.22087900226668136,WIN,2042.602,2033.718,17.528000000000247,18.00799999999981,1.0273847558192353,98976.84683599987,0.0
68,SELL,2024-01-16 18:45:00,2024-01-16 19:51:00,2025.791,2028.904,SL,4,-12.452000000000226,-0.15366836954059213,LOSS,2028.904,2022.6660000000002,12.452000000000226,12.49999999999909,1.0038548024412837,98948.17605599988,0.0
69,SELL,2024-01-16 23:01:00,2024-01-16 23:17:00,2027.608,2026.194,TP,4,5.655999999999949,0.06973734568022948,WIN,2029.022,2026.194,5.655999999999949,5.655999999999949,1.0,98937.61684799989,0.0
70,SELL,2024-01-17 00:09:00,2024-01-17 00:46:00,2026.457,2028.159,SL,4,-6.807999999999993,-0.08398895214652953,LOSS,2028.159,2024.719,6.807999999999993,6.9520000000002256,1.021151586369012,98914.59038399988,0.0
71,SELL,2024-01-17 05:08:00,2024-01-17 05:11:00,2023.27,2020.678,TP,4,10.367999999999483,0.1281094465889313,WIN,2025.76,2020.678,9.960000000000036,10.367999999999483,1.0409638554216312,98908.78259199987,0.0
72,SELL,2024-01-17 08:44:00,2024-01-17 10:27:00,2022.209,2025.913,SL,4,-14.815999999999804,-0.18316603278889326,LOSS,2025.913,2018.4969999999998,14.815999999999804,14.848000000000866,1.0021598272138945,98877.77410399987,0.0
73,SELL,2024-01-17 11:14:00,2024-01-17 12:18:00,2024.58,2027.281,SL,4,-10.804000000000087,-0.13341038635173824,LOSS,2027.281,2021.879,10.804000000000087,10.804000000000087,1.0,98850.76265999988,0.0
74,SELL,2024-01-17 13:11:00,2024-01-17 13:21:00,2026.404,2023.783,TP,4,10.484000000000378,0.1293424213532985,WIN,2029.025,2023.783,10.484000000000378,10.484000000000378,1.0,98845.04591199987,0.0
75,SELL,2024-01-17 18:07:00,2024-01-17 23:06:00,2004.841,2008.023,SL,4,-12.728000000000065,-0.15871582833750988,LOSS,2008.023,2001.6009999999999,12.728000000000065,12.960000000000036,1.0182275298554344,98816.26645599987,0.0
76,SELL,2024-01-18 01:42:00,2024-01-18 01:52:00,2009.809,2011.12,SL,4,-5.243999999999687,-0.06523007907716215,LOSS,2011.12,2008.498,5.243999999999687,5.243999999999687,1.0,98794.93873999988,0.0
77,SELL,2024-01-18 02:25:00,2024-01-18 03:00:00,2009.726,2007.343,TP,4,9.532000000000153,0.11857337766441985,WIN,2012.095,2007.343,9.475999999999658,9.532000000000153,1.0059096665260128,98788.40246399987,0.0
78,SELL,2024-01-18 04:40:00,2024-01-18 04:50:00,2008.1,2008.92,SL,4,-3.280000000000655,-0.04083461978985926,LOSS,2008.92,2007.2799999999997,3.280000000000655,3.280000000000655,1.0,98769.05438399987,0.0
79,SELL,2024-01-18 05:04:00,2024-01-18 05:14:00,2007.673,2006.159,TP,4,6.055999999999585,0.07541068689970411,WIN,2009.187,2006.159,6.055999999999585,6.055999999999585,1.0,98759.05505599987,0.0
80,SELL,2024-01-18 07:28:00,2024-01-18 09:00:00,2011.5,2008.987,TP,4,10.05199999999968,0.12493164305244445,WIN,2014.013,2008.987,10.05199999999968,10.05199999999968,1.0,98753.02510799986,0.0
81,SELL,2024-01-18 10:00:00,2024-01-18 11:32:00,2009.804,2013.011,SL,4,-12.82799999999952,-0.15956779865100676,LOSS,2013.011,2006.5970000000002,12.82799999999952,12.82799999999952,1.0,98724.10584799986,0.0
82,SELL,2024-01-18 13:04:00,2024-01-18 13:27:00,2013.753,2011.1450000000002,TP,4,10.43199999999888,0.1295094284154869,WIN,2016.289,2011.1450000000002,10.144000000000233,10.43199999999888,1.028391167192295,98718.43825599986,0.0
83,SELL,2024-01-18 16:50:00,2024-01-18 18:23:00,2013.817,2017.719,SL,4,-15.608000000000175,-0.1937613993724377,LOSS,2017.719,2009.913,15.608000000000175,15.615999999999985,1.000512557662725,98686.70411199986,0.0
84,SELL,2024-01-18 23:35:00,2024-01-19 00:20:00,2021.815,2024.227,SL,4,-9.648000000000138,-0.11929874889641408,LOSS,2024.227,2019.403,9.648000000000138,9.648000000000138,1.0,98660.87194399985,0.0
85,SELL,2024-01-19 00:45:00,2024-01-19 01:01:00,2022.945,2024.247,SL,4,-5.208000000000538,-0.06436161141307029,LOSS,2024.247,2021.633,5.208000000000538,5.2479999999995925,1.007680491551277,98639.47517599985,0.0
86,SELL,2024-01-19 01:09:00,2024-01-19 01:40:00,2022.485,2024.43,SL,4,-7.780000000000655,-0.09616882201846559,LOSS,2024.43,2020.5399999999997,7.780000000000655,7.780000000000655,1.0,98615.50751599984,0.0
87,SELL,2024-01-19 02:05:00,2024-01-19 07:20:00,2022.877,2025.508,SL,4,-10.524000000000342,-0.13006228258070487,LOSS,2025.508,2020.142,10.524000000000342,10.9399999999996,1.0395286963131172,98588.78997599984,0.0
88,SELL,2024-01-17 02:33:00,2024-01-19 12:04:00,2029.479,2032.936,SL,4,-13.82799999999952,-0.17033928412168245,LOSS,2032.936,2026.0220000000002,13.82799999999952,13.82799999999952,1.0,98558.71231599983,0.0
89,SELL,2024-01-19 13:58:00,2024-01-19 14:31:00,2035.037,2030.784,TP,4,17.011999999999716,0.208988829195731,WIN,2039.228,2030.784,16.764000000000124,17.011999999999716,1.014793605344762,98559.46103199983,0.0
90,SELL,2024-01-19 16:23:00,2024-01-22 01:02:00,2025.019,2029.521,SL,4,-18.00799999999981,-0.2223189016991916,LOSS,2029.521,2020.4689999999998,18.00799999999981,18.200000000000728,1.0106619280320368,98525.23487199983,0.0
91,SELL,2024-01-22 01:55:00,2024-01-22 03:16:00,2029.068,2027.0779999999997,TP,4,7.960000000000946,0.09807458399621088,WIN,2031.046,2027.0779999999997,7.912000000000262,7.960000000000946,1.0060667340749092,98516.97028799982,0.0
92,SELL,2024-01-22 06:36:00,2024-01-22 07:02:00,2021.907,2019.378,TP,4,10.115999999999985,0.1250799369110447,WIN,2024.436,2019.378,10.115999999999985,10.115999999999985,1.0,98510.92114799982,0.0
93,SELL,2024-01-22 08:03:00,2024-01-22 08:24:00,2022.036,2024.221,SL,4,-8.739999999999782,-0.10805940151411475,LOSS,2024.221,2019.851,8.739999999999782,8.739999999999782,1.0,98485.99611999982,0.0
94,SELL,2024-01-22 08:46:00,2024-01-22 11:57:00,2022.573,2026.194,SL,4,-14.483999999999469,-0.17902938484790745,LOSS,2026.194,2018.888,14.483999999999469,14.740000000000691,1.0176746755040895,98455.31705199984,0.0
95,SELL,2024-01-22 13:12:00,2024-01-22 13:45:00,2026.321,2022.456,TP,4,15.460000000000036,0.1907397692665678,WIN,2030.182,2022.456,15.444000000000415,15.460000000000036,1.0010360010359765,98454.58194399984,0.0
96,SELL,2024-01-22 15:02:00,2024-01-22 15:12:00,2021.503,2023.965,SL,4,-9.847999999999956,-0.12179056870061479,LOSS,2023.965,2018.981,9.847999999999956,10.087999999999738,1.024370430544251,98428.55207199985,0.0
97,SELL,2024-01-22 16:02:00,2024-01-22 19:20:00,2022.62,2019.0900000000001,TP,4,14.119999999998981,0.17452610969928833,WIN,2026.06,2019.0900000000001,13.760000000000218,14.119999999998981,1.026162790697584,98426.50523199984,0.0
98,SELL,2024-01-22 20:05:00,2024-01-22 23:01:00,2019.752,2021.392,SL,4,-6.5600000000004,-0.08119808768601788,LOSS,2021.323,2018.1789999999999,6.28400000000056,6.292000000000371,1.0012730744748266,98403.78065599984,0.0
99,SELL,2024-01-22 23:40:00,2024-01-23 00:12:00,2020.546,2021.774,SL,4,-4.911999999999352,-0.060775651729771965,LOSS,2021.774,2019.154,4.911999999999352,5.568000000000211,1.1335504885995409,98382.69937599983,0.0
100,SELL,2024-01-23 01:16:00,2024-01-23 02:35:00,2020.827,2023.107,SL,4,-9.11999999999989,-0.11282509586421662,LOSS,2023.107,2018.547,9.11999999999989,9.11999999999989,1.0,98357.40363999983,0.0
101,SELL,2024-01-23 03:11:00,2024-01-23 03:27:00,2022.223,2024.127,SL,4,-7.6159999999999854,-0.09415380994084215,LOSS,2024.127,2020.319,7.6159999999999854,7.6159999999999854,1.0,98333.60223999982,0.0
102,SELL,2024-01-23 07:24:00,2024-01-23 14:35:00,2029.751,2021.5060000000003,TP,4,32.979999999998654,0.40620746091514,WIN,2037.908,2021.5060000000003,32.6279999999997,32.979999999998654,1.0107882800048718,98350.37721199982,0.0
103,SELL,2024-01-23 16:28:00,2024-01-23 19:14:00,2024.475,2026.557,SL,4,-8.32800000000043,-0.10284147742007717,LOSS,2026.557,2022.3929999999998,8.32800000000043,8.32800000000043,1.0,98325.84508399981,0.0
104,SELL,2024-01-23 20:30:00,2024-01-24 01:08:00,2028.559,2026.826,TP,4,6.931999999999789,0.0854301008745591,WIN,2030.286,2026.826,6.9080000000003565,6.931999999999789,1.0034742327735136,98316.55554399981,0.0
105,SELL,2024-01-24 01:23:00,2024-01-24 02:12:00,2027.391,2025.85,TP,4,6.164000000000669,0.07600901848731534,WIN,2028.922,2025.85,6.123999999999796,6.164000000000669,1.0065316786415537,98306.50657999981,0.0
106,SELL,2024-01-24 04:05:00,2024-01-24 05:02:00,2024.553,2023.4390000000003,TP,4,4.4559999999992215,0.055024491826087304,WIN,2025.667,2023.4390000000003,4.4559999999992215,4.4559999999992215,1.0,98294.7706119998,0.0
107,SELL,2024-01-24 09:59:00,2024-01-24 11:54:00,2030.875,2034.139,SL,4,-13.055999999999585,-0.16071890195112432,LOSS,2034.139,2027.611,13.055999999999585,13.055999999999585,1.0,98265.45455599981,0.0
108,SELL,2024-01-24 12:25:00,2024-01-24 13:05:00,2032.261,2034.376,SL,4,-8.460000000000036,-0.10407127824624933,LOSS,2034.376,2030.146,8.460000000000036,8.460000000000036,1.0,98240.7280079998,0.0
109,SELL,2024-01-24 13:42:00,2024-01-24 14:38:00,2032.971,2029.232,TP,4,14.956000000000131,0.18391801948970413,WIN,2036.63,2029.232,14.636000000000422,14.956000000000131,1.0218638972396625,98239.4351959998,0.0
110,SELL,2024-01-24 18:14:00,2024-01-24 19:25:00,2015.655,2011.416,TP,4,16.95600000000013,0.2103038466404237,WIN,2019.778,2011.416,16.49200000000019,16.95600000000013,1.028134853262184,98240.28291199979,0.0
111,SELL,2024-01-24 20:45:00,2024-01-24 23:01:00,2012.234,2014.761,SL,4,-10.108000000000175,-0.1255818160313385,LOSS,2013.575,2010.8929999999998,5.3640000000004875,5.3640000000004875,1.0,98214.0669319998,0.0
112,SELL,2024-01-25 00:10:00,2024-01-25 07:31:00,2015.121,2017.39,SL,4,-9.076000000000022,-0.1125986975471947,LOSS,2017.39,2012.8459999999998,9.076000000000022,9.100000000001273,1.0026443367123459,98188.86088799979,0.0
113,SELL,2024-01-25 08:02:00,2024-01-25 08:19:00,2015.616,2012.9850000000001,TP,4,10.523999999999432,0.13053081539340122,WIN,2018.245,2012.9850000000001,10.515999999999622,10.523999999999432,1.000760745530602,98183.27048399979,0.0
114,SELL,2024-01-25 11:34:00,2024-01-25 12:25:00,2016.886,2014.706,TP,4,8.720000000000255,0.10808741793041667,WIN,2019.012,2014.706,8.503999999999905,8.720000000000255,1.025399811853287,98175.86411599978,0.0
115,SELL,2024-01-25 15:24:00,2024-01-25 15:35:00,2021.455,2017.6819999999998,TP,4,15.092000000000553,0.1866477364076934,WIN,2025.228,2017.6819999999998,15.092000000000553,15.092000000000553,1.0,98174.79956799978,0.0
116,SELL,2024-01-25 17:30:00,2024-01-25 18:11:00,2014.807,2016.485,SL,4,-6.711999999999534,-0.083283411264696,LOSS,2016.485,2013.111,6.711999999999534,6.783999999999651,1.0107270560190884,98151.96239999979,0.0
117,SELL,2024-01-25 18:50:00,2024-01-25 20:53:00,2015.385,2018.593,SL,4,-12.832000000000335,-0.15917554214207627,LOSS,2018.593,2012.177,12.832000000000335,12.832000000000335,1.0,98122.99448799978,0.0
118,SELL,2024-01-26 00:21:00,2024-01-26 00:40:00,2019.984,2020.866,SL,4,-3.5280000000002474,-0.043663712187822376,LOSS,2020.866,2019.076,3.5280000000002474,3.631999999999607,1.0294784580497032,98103.30308799978,0.0
119,SELL,2024-01-26 01:47:00,2024-01-26 09:07:00,2021.53,2018.792,TP,4,10.952000000000226,0.13544196722284885,WIN,2024.174,2018.792,10.576000000000022,10.952000000000226,1.0355521936460101,98098.09379999977,0.0
