date,start_value,end_value,daily_pnl,daily_return_pct,trades_executed,positions_open,drawdown_pct
2024-10-27,75847.91989099959,75842.68996299959,-5.229928000000655,-0.006895282042693512,1567,1,24.16799614173027
2024-10-28,75842.68996299959,75824.73996299958,-17.95000000001164,-0.023667409487675976,1567,1,24.179066118942067
2024-10-29,75824.73996299958,75721.76911499957,-102.97084800001176,-0.13580112249677181,1575,1,24.278344762571038
2024-10-30,75721.76911499957,75587.76920099961,-133.99991399995633,-0.17696352788119496,1587,0,24.4124019246063
2024-10-31,75587.76920099961,75488.55927699963,-99.20992399998067,-0.13125129243616926,1597,0,24.511596120409063
2024-11-01,75488.55927699963,75433.16651299963,-55.39276400000381,-0.07337901866260846,1604,1,24.588258550594855
2024-11-03,75433.16651299963,75419.19646699962,-13.970046000002185,-0.018519766099961726,1605,0,24.588258550594855
2024-11-04,75419.19646699962,75302.24272699968,-116.95373999993899,-0.15507158055060052,1616,1,24.703512275338078
2024-11-05,75302.24272699968,75207.24193099969,-95.00079599999299,-0.12615931818180812,1625,0,24.792912887301554
2024-11-06,75207.24193099969,75209.0855509997,1.843620000014198,0.0024513862663726746,1630,1,24.80648036537208
2024-11-07,75209.0855509997,75118.9123889997,-90.17316200000641,-0.11989663394971009,1639,1,24.882472244938235
2024-11-08,75118.9123889997,75031.38786299968,-87.52452600002289,-0.11651463421991698,1650,0,24.975916488577685
2024-11-10,75031.38786299968,75031.38786299968,0.0,0.0,1650,0,24.975916488577685
2024-11-11,75031.38786299968,74998.43329099966,-32.954572000016924,-0.04392104816212237,1657,0,25.003550331691777
2024-11-12,74998.43329099966,74963.33879499968,-35.09449599997606,-0.046793638826836195,1663,1,25.04275150899377
2024-11-13,74963.33879499968,74862.62053099967,-100.7182640000101,-0.13435669437755665,1674,1,25.139311574219096
2024-11-14,74862.62053099967,74809.08718099966,-53.53335000001243,-0.0715087845179624,1680,1,25.20351679204881
2024-11-15,74809.08718099966,74709.37149499964,-99.71568600002502,-0.13329354729160664,1685,1,25.297740284084124
2024-11-17,74709.37149499964,74706.56349499963,-2.80800000000454,-0.0037585646135337683,1685,1,25.30249827428952
2024-11-18,74706.56349499963,74624.03786299964,-82.52563199998986,-0.11046637422361634,1690,1,25.37695975300609
2024-11-19,74624.03786299964,74499.28383099964,-124.7540319999971,-0.16717673764723082,1699,0,25.500869529930377
2024-11-20,74499.28383099964,74424.87387699963,-74.40995400001702,-0.09988009303393405,1704,1,25.576417328410724
2024-11-21,74424.87387699963,74324.25803899963,-100.6158379999979,-0.13519114344255861,1710,1,25.68092895126727
2024-11-22,74324.25803899963,74247.38259699961,-76.87544200001867,-0.10343250511788543,1716,0,25.758745493077246
2024-11-24,74247.38259699961,74247.38259699961,0.0,0.0,1716,0,25.758745493077246
2024-11-25,74247.38259699961,74165.20400099966,-82.17859599995427,-0.11068214545151543,1727,0,25.836057793925267
2024-11-26,74165.20400099966,74066.02237899958,-99.18162200007646,-0.1337306670102864,1736,1,25.93342209149504
2024-11-27,74066.02237899958,73979.70387099958,-86.31850799999665,-0.11654265373979514,1747,1,26.022678415755546
2024-11-28,73979.70387099958,73907.88389899959,-71.8199719999975,-0.09708064271956528,1754,0,26.093266882444947
2024-11-29,73907.88389899959,73875.08047299962,-32.80342599996948,-0.04438420405162419,1760,0,26.13067011344812
2024-12-01,73875.08047299962,73875.08047299962,0.0,0.0,1760,0,26.13067011344812
2024-12-02,73875.08047299962,73779.25856699966,-95.82190599995374,-0.12970802249748534,1768,1,26.221273310935956
2024-12-03,73779.25856699966,73711.71831299966,-67.54025400000683,-0.09154368763230775,1776,1,26.2955554120218
2024-12-04,73711.71831299966,73611.36641499962,-100.35189800003718,-0.1361410374045497,1787,0,26.388785118102888
2024-12-05,73611.36641499962,73538.74201899968,-72.62439599994104,-0.09865921465240257,1796,0,26.46140936460146
2024-12-06,73538.74201899968,73448.61495499969,-90.1270639999857,-0.12255725557108416,1805,0,26.540386340022604
2024-12-08,73448.61495499969,73449.2784929997,0.6635380000079749,0.0009034043738122355,1805,1,26.56047868666129
2024-12-09,73449.2784929997,73396.50466899968,-52.77382400001807,-0.0718507044355076,1810,0,26.613748927001314
2024-12-10,73396.50466899968,73214.49889099965,-182.0057780000352,-0.24797608390322787,1821,0,26.78565182512893
2024-12-11,73214.49889099965,73103.04556499963,-111.45332600001711,-0.15222848983224854,1828,1,26.897910920036868
2024-12-12,73103.04556499963,73064.4112629996,-38.63430200003495,-0.05284910047377333,1835,0,26.94541874423919
2024-12-13,73064.4112629996,73062.24174499961,-2.1695179999805987,-0.0029693224956966976,1838,0,26.95014853650263
2024-12-15,73062.24174499961,73062.24174499961,0.0,0.0,1838,0,26.95014853650263
2024-12-16,73062.24174499961,72965.21371499958,-97.02803000003041,-0.13280187916855293,1846,1,27.039900477742897
2024-12-17,72965.21371499958,72861.96077899962,-103.25293599996075,-0.1415098109672704,1857,1,27.138189211409596
2024-12-18,72861.96077899962,72748.86590699964,-113.09487199998694,-0.15521799137827114,1868,2,27.254086540827988
2024-12-19,72748.86590699964,72636.97401899967,-111.89188799996919,-0.15380568013666224,1875,1,27.37026190767399
2024-12-20,72636.97401899967,72531.68128099969,-105.29273799997463,-0.14495749502510002,1882,2,27.48108600353591
2024-12-22,72531.68128099969,72528.95728099969,-2.724000000001979,-0.0037556002451518446,1882,2,27.48108600353591
2024-12-23,72528.95728099969,72433.67226899967,-95.2850120000221,-0.13137513011645596,1892,1,27.56647683975377
2024-12-24,72433.67226899967,72336.75891899964,-96.91335000003164,-0.13379599151085544,1899,2,27.664899987143844
2024-12-25,72336.75891899964,72326.59824899964,-10.16066999999748,-0.014046344005231241,1900,1,27.673550639335957
2024-12-26,72326.59824899964,72221.56954499961,-105.02870400002575,-0.1452144944498042,1909,2,27.780309123567232
2024-12-27,72221.56954499961,72139.98614299964,-81.58340199997474,-0.11296265438975539,1918,1,27.863521886268767
2024-12-29,72139.98614299964,72139.98614299964,0.0,0.0,1918,1,27.863521886268767
2024-12-30,72139.98614299964,72055.06210499966,-84.92403799998283,-0.1177211731530444,1927,1,27.945086224363646
2024-12-31,72055.06210499966,71986.12220899967,-68.93989599998167,-0.09567668666987128,1934,2,28.019353967479017
