starting_capital,ending_capital,total_pnl,total_return_pct,max_drawdown_pct,buy_signals,sell_signals,total_signals,trades_executed,total_orders,winning_trades,losing_trades,win_rate_pct,signal_conversion_pct
100000.0,99916.246006,-83.75399399999878,-0.08375399399999879,0.10691672999998264,0,10,10,8,70,5,3,62.5,80.0
